OrderID,Date,CustomerID,Product,Quantity,UnitPrice,TotalAmount,Region,SalesRep,PaymentMethod
ORD00978,2023-03-14,CUST3208,Smartwatch,1,1322,1322,West,Bob,Debit Card
ORD00979,2023-10-10,CUST1621,Laptop,7,1423,9961,West,Eve,UPI
ORD00980,2023-03-30,CUST5077,Keyboard,3,557,1671,East,Charlie,Cash
ORD00981,2023-04-21,CUST4603,Keyboard,8,970,7760,West,Charlie,Cash
ORD00982,2023-08-07,CUST1282,Tablet,3,239,717,South,Eve,Cash
ORD00983,2023-08-19,CUST5228,Keyboard,10,496,4960,West,Hannah,Debit Card
ORD00984,2023-09-15,CUST1419,Laptop,8,1123,8984,West,David,Credit Card
ORD00985,2023-09-20,CUST9173,Laptop,9,313,2817,North,Charlie,Credit Card
ORD00986,2023-08-15,CUST5725,Smartwatch,6,1994,11964,East,Hannah,Debit Card
ORD00987,2023-07-24,CUST3275,Mouse,2,1730,3460,East,David,Debit Card
ORD00988,2023-02-24,CUST9758,Monitor,2,1418,2836,West,Eve,UPI
ORD00989,2023-11-10,CUST1464,Smartwatch,8,933,7464,West,Alice,Debit Card
ORD00990,2023-03-03,CUST6926,Tablet,5,355,1775,South,Alice,UPI
ORD00991,2023-07-12,CUST7450,Monitor,10,1523,15230,North,Eve,Debit Card
ORD00992,2023-10-05,CUST1972,Smartphone,1,585,585,South,Grace,Cash
ORD00993,2023-06-20,CUST5090,Mouse,8,614,4912,North,Charlie,Bank Transfer
ORD00994,2023-07-18,CUST7386,Monitor,8,740,5920,West,Eve,UPI
ORD00995,2023-09-06,CUST6954,Headphones,8,112,896,North,Charlie,Debit Card
ORD00996,2023-11-25,CUST1017,Smartwatch,5,716,3580,North,Bob,UPI
ORD00997,2023-12-18,CUST9731,Monitor,5,405,2025,West,Eve,UPI
ORD00998,2023-08-24,CUST1735,Laptop,6,1972,11832,North,Eve,Cash
ORD00999,2023-02-22,CUST5915,Smartwatch,9,824,7416,West,Grace,UPI
ORD01000,2023-03-03,CUST9524,Keyboard,1,1804,1804,West,Frank,Credit Card
ORD01001,2023-06-02,CUST4145,Smartwatch,1,933,933,East,Charlie,Bank Transfer
ORD01002,2023-04-09,CUST1488,Tablet,7,327,2289,East,Hannah,Debit Card
ORD01003,2023-07-24,CUST7981,Keyboard,10,1933,19330,West,Grace,UPI
ORD01004,2023-03-08,CUST8511,Smartwatch,8,629,5032,North,Hannah,UPI
ORD01005,2023-11-05,CUST3575,Headphones,9,129,1161,East,Frank,Bank Transfer
ORD01006,2023-09-30,CUST8373,Smartphone,8,199,1592,West,Charlie,Cash
ORD01007,2023-10-23,CUST4063,Tablet,6,445,2670,South,Alice,Cash
ORD01008,2023-09-17,CUST2209,Laptop,6,1655,9930,South,Grace,Bank Transfer
ORD01009,2023-04-28,CUST5718,Smartphone,6,575,3450,South,Hannah,UPI
ORD01010,2023-01-23,CUST1160,Tablet,3,1507,4521,West,Eve,Credit Card
ORD01011,2023-05-19,CUST3798,Smartwatch,4,1127,4508,North,David,UPI
ORD01012,2023-12-30,CUST3237,Headphones,7,865,6055,West,Charlie,UPI
ORD01013,2023-11-25,CUST7728,Keyboard,8,839,6712,North,Grace,Cash
ORD01014,2023-01-10,CUST7770,Keyboard,4,642,2568,West,Bob,Bank Transfer
ORD01015,2023-09-29,CUST1138,Smartwatch,4,1007,4028,West,Eve,Debit Card
ORD01016,2023-08-31,CUST4067,Smartphone,8,625,5000,East,Alice,Debit Card
ORD01017,2023-09-12,CUST8144,Mouse,2,1173,2346,North,Grace,Bank Transfer
ORD01018,2023-04-28,CUST9150,Keyboard,10,1144,11440,West,Charlie,Debit Card
ORD01019,2023-08-19,CUST4363,Smartphone,8,1574,12592,North,Charlie,Cash
ORD01020,2023-07-24,CUST1689,Headphones,10,581,5810,North,Frank,Credit Card
ORD01021,2023-10-03,CUST6335,Headphones,4,907,3628,West,Alice,Credit Card
ORD01022,2023-08-08,CUST8625,Headphones,8,1804,14432,East,Hannah,Debit Card
ORD01023,2023-08-19,CUST5825,Laptop,9,1879,16911,North,Alice,Cash
ORD01024,2023-12-29,CUST7392,Smartwatch,3,1411,4233,South,Alice,Bank Transfer
ORD01025,2023-04-24,CUST7013,Keyboard,7,1863,13041,East,Bob,Bank Transfer
ORD01026,2023-10-22,CUST5167,Laptop,10,1031,10310,East,Grace,Bank Transfer
ORD01027,2023-10-30,CUST1630,Monitor,10,1811,18110,South,David,UPI
ORD01028,2023-08-16,CUST7371,Tablet,7,406,2842,North,Hannah,Cash
ORD01029,2023-07-09,CUST7034,Mouse,4,1410,5640,North,David,UPI
ORD01030,2023-09-18,CUST4127,Smartwatch,1,1852,1852,East,Eve,Cash
ORD01031,2023-01-18,CUST8269,Smartwatch,6,582,3492,North,Alice,Cash
ORD01032,2023-08-03,CUST8669,Smartphone,10,727,7270,South,Grace,Credit Card
ORD01033,2023-09-10,CUST3529,Headphones,2,1478,2956,South,Bob,Cash
ORD01034,2023-06-13,CUST2596,Smartwatch,3,518,1554,South,Grace,Credit Card
ORD01035,2023-11-13,CUST1904,Smartphone,3,1271,3813,West,Bob,Bank Transfer
ORD01036,2023-02-16,CUST4936,Monitor,6,475,2850,West,Charlie,Bank Transfer
ORD01037,2023-02-08,CUST4828,Laptop,5,789,3945,East,Bob,Debit Card
ORD01038,2023-02-04,CUST9355,Headphones,9,1532,13788,East,Alice,Cash
ORD01039,2023-02-03,CUST4052,Smartwatch,10,947,9470,West,Eve,Debit Card
ORD01040,2023-11-27,CUST2843,Smartwatch,4,526,2104,South,Grace,UPI
ORD01041,2023-12-29,CUST3078,Smartwatch,2,1891,3782,West,Eve,Credit Card
ORD01042,2023-01-02,CUST5273,Monitor,4,991,3964,South,Frank,Cash
ORD01043,2023-08-04,CUST5246,Mouse,2,761,1522,West,Alice,Debit Card
ORD01044,2023-10-08,CUST6934,Keyboard,6,589,3534,East,David,Credit Card
ORD01045,2023-10-24,CUST4642,Monitor,4,825,3300,South,Charlie,Bank Transfer
ORD01046,2023-08-25,CUST8685,Keyboard,8,940,7520,North,Hannah,Debit Card
ORD01047,2023-12-21,CUST8980,Keyboard,9,1634,14706,North,David,Debit Card
ORD01048,2023-11-10,CUST9269,Headphones,1,694,694,East,Alice,Cash
ORD01049,2023-12-22,CUST8715,Tablet,5,750,3750,West,Alice,Bank Transfer
ORD01050,2023-02-25,CUST6228,Smartphone,5,366,1830,East,Alice,UPI
ORD01051,2023-02-19,CUST1958,Smartphone,10,1041,10410,West,Frank,Cash
ORD01052,2023-04-15,CUST6572,Headphones,6,792,4752,South,Frank,Bank Transfer
ORD01053,2023-10-17,CUST9841,Headphones,2,575,1150,East,Bob,Bank Transfer
ORD01054,2023-07-05,CUST4259,Mouse,9,1483,13347,South,Grace,Cash
ORD01055,2023-01-14,CUST4227,Headphones,8,463,3704,North,Frank,Cash
ORD01056,2023-06-07,CUST3506,Headphones,1,1539,1539,North,Bob,Cash
ORD01057,2023-04-17,CUST4625,Smartphone,10,1477,14770,South,Frank,Bank Transfer
ORD01058,2023-06-27,CUST5151,Monitor,3,1692,5076,North,Charlie,UPI
ORD01059,2023-03-29,CUST2569,Headphones,10,312,3120,South,Frank,Bank Transfer
ORD01060,2023-12-30,CUST3722,Headphones,5,944,4720,East,Grace,UPI
ORD01061,2023-06-07,CUST8388,Smartwatch,9,1627,14643,North,Alice,Cash
ORD01062,2023-02-03,CUST4806,Smartwatch,9,1134,10206,West,Alice,UPI
ORD01063,2023-05-06,CUST2071,Mouse,9,629,5661,West,Alice,Credit Card
ORD01064,2023-06-29,CUST3005,Smartphone,10,524,5240,East,Grace,Debit Card
ORD01065,2023-05-18,CUST2177,Tablet,10,724,7240,East,Alice,UPI
ORD01066,2023-09-26,CUST3557,Laptop,6,1056,6336,West,Bob,Cash
ORD01067,2023-01-29,CUST8940,Monitor,3,1625,4875,North,Alice,Credit Card
ORD01068,2023-12-28,CUST2257,Tablet,10,690,6900,West,Bob,UPI
ORD01069,2023-07-09,CUST8239,Smartphone,6,698,4188,South,Hannah,UPI
ORD01070,2023-05-01,CUST9537,Headphones,7,1196,8372,North,Hannah,UPI
ORD01071,2023-07-25,CUST8674,Smartphone,4,1725,6900,South,Bob,UPI
ORD01072,2023-11-21,CUST3332,Headphones,3,376,1128,North,Hannah,Credit Card
ORD01073,2023-10-29,CUST2958,Monitor,3,1689,5067,West,Bob,Debit Card
ORD01074,2023-08-09,CUST5888,Keyboard,1,1955,1955,North,Eve,Debit Card
ORD01075,2023-11-08,CUST3787,Smartwatch,10,1154,11540,West,Alice,UPI
ORD01076,2023-04-24,CUST4198,Tablet,3,549,1647,East,Charlie,Bank Transfer
ORD01077,2023-08-17,CUST1350,Mouse,5,749,3745,North,Eve,Bank Transfer
ORD01078,2023-06-24,CUST6194,Smartwatch,6,849,5094,South,Alice,UPI
ORD01079,2023-09-10,CUST4073,Monitor,4,1532,6128,West,Hannah,Credit Card
ORD01080,2023-07-12,CUST7335,Headphones,2,1910,3820,North,Grace,Credit Card
ORD01081,2023-02-14,CUST4504,Smartphone,3,1685,5055,West,Charlie,UPI
ORD01082,2023-11-07,CUST7767,Tablet,4,1388,5552,East,Frank,Cash
ORD01083,2023-06-09,CUST1360,Monitor,7,1836,12852,South,Eve,Bank Transfer
ORD01084,2023-06-30,CUST4041,Laptop,10,1574,15740,West,Grace,Debit Card
ORD01085,2023-02-09,CUST8170,Laptop,2,1391,2782,East,Charlie,Cash
ORD01086,2023-05-19,CUST1855,Smartwatch,8,629,5032,West,Hannah,Debit Card
ORD01087,2023-07-06,CUST3057,Headphones,1,1075,1075,North,Alice,UPI
ORD01088,2023-06-08,CUST3713,Tablet,4,201,804,East,Bob,Cash
ORD01089,2023-06-13,CUST2321,Keyboard,10,136,1360,West,Grace,UPI
ORD01090,2023-03-29,CUST9902,Tablet,3,1554,4662,South,Eve,Debit Card
ORD01091,2023-08-04,CUST7400,Keyboard,2,1326,2652,West,Eve,UPI
ORD01092,2023-01-27,CUST5177,Smartphone,4,141,564,West,Bob,Credit Card
ORD01093,2023-07-19,CUST7668,Monitor,2,1913,3826,South,Bob,Debit Card
ORD01094,2023-12-20,CUST3066,Monitor,9,1470,13230,South,Frank,Credit Card
ORD01095,2023-03-26,CUST2491,Headphones,4,1698,6792,South,Charlie,Cash
ORD01096,2023-11-25,CUST4539,Smartphone,1,569,569,West,David,Debit Card
ORD01097,2023-09-28,CUST5179,Laptop,8,548,4384,South,Charlie,Bank Transfer
ORD01098,2023-09-18,CUST8455,Headphones,7,819,5733,East,Charlie,Debit Card
ORD01099,2023-08-19,CUST8323,Mouse,10,1108,11080,South,Bob,Credit Card
ORD01100,2023-07-01,CUST1998,Smartphone,9,1311,11799,West,Bob,Bank Transfer
ORD01101,2023-04-15,CUST1518,Laptop,2,1126,2252,West,Charlie,Bank Transfer
ORD01102,2023-11-17,CUST3841,Headphones,3,291,873,East,Hannah,UPI
ORD01103,2023-02-24,CUST7452,Monitor,6,1000,6000,East,Frank,UPI
ORD01104,2023-10-27,CUST8205,Smartwatch,9,436,3924,South,Eve,Credit Card
ORD01105,2023-05-04,CUST1242,Smartwatch,7,1831,12817,North,Eve,Debit Card
ORD01106,2023-03-12,CUST6911,Headphones,4,583,2332,East,Frank,Debit Card
ORD01107,2023-10-08,CUST1548,Smartwatch,2,1819,3638,East,David,Bank Transfer
ORD01108,2023-02-25,CUST8937,Tablet,2,726,1452,South,Charlie,Cash
ORD01109,2023-08-21,CUST4355,Monitor,9,1589,14301,East,David,UPI
ORD01110,2023-05-14,CUST2838,Laptop,9,706,6354,South,Grace,Debit Card
ORD01111,2023-01-20,CUST6998,Mouse,4,1640,6560,West,Hannah,Bank Transfer
ORD01112,2023-02-28,CUST3767,Tablet,3,358,1074,North,Bob,Cash
ORD01113,2023-09-17,CUST1602,Smartwatch,5,1884,9420,West,Hannah,UPI
ORD01114,2023-06-15,CUST5948,Monitor,8,849,6792,South,Grace,Cash
ORD01115,2023-08-05,CUST8948,Keyboard,7,349,2443,South,Hannah,Debit Card
ORD01116,2023-02-10,CUST1688,Mouse,9,1335,12015,South,Grace,Debit Card
ORD01117,2023-01-12,CUST1508,Smartphone,2,682,1364,East,Charlie,Debit Card
ORD01118,2023-04-05,CUST5193,Monitor,7,1497,10479,East,Grace,Credit Card
ORD01119,2023-02-14,CUST5393,Laptop,6,838,5028,North,Eve,Credit Card
ORD01120,2023-10-19,CUST1562,Keyboard,3,776,2328,North,Alice,Debit Card
ORD01121,2023-09-20,CUST3650,Smartwatch,6,1709,10254,South,Charlie,UPI
ORD01122,2023-02-25,CUST8191,Smartwatch,9,648,5832,West,Grace,Cash
ORD01123,2023-02-04,CUST4115,Laptop,10,964,9640,South,Hannah,Bank Transfer
ORD01124,2023-03-25,CUST1774,Keyboard,10,171,1710,South,Alice,Credit Card
ORD01125,2023-04-17,CUST5191,Laptop,5,1118,5590,East,Alice,Bank Transfer
ORD01126,2023-05-07,CUST8561,Monitor,6,276,1656,South,Hannah,Debit Card
ORD01127,2023-12-20,CUST3196,Smartphone,8,1970,15760,East,Eve,Bank Transfer
ORD01128,2023-08-18,CUST9676,Mouse,9,1842,16578,South,Charlie,UPI
ORD01129,2023-08-25,CUST7146,Smartphone,5,936,4680,East,David,Bank Transfer
ORD01130,2023-05-08,CUST7575,Mouse,3,1194,3582,North,Hannah,Bank Transfer
ORD01131,2023-02-20,CUST9525,Headphones,5,500,2500,South,David,Credit Card
ORD01132,2023-03-15,CUST5499,Laptop,6,1530,9180,South,Frank,Bank Transfer
ORD01133,2023-08-21,CUST1178,Headphones,6,619,3714,East,Charlie,Debit Card
ORD01134,2023-04-13,CUST5539,Monitor,3,498,1494,West,Bob,Debit Card
ORD01135,2023-05-21,CUST5371,Smartphone,8,621,4968,East,Frank,Debit Card
ORD01136,2023-02-10,CUST2974,Monitor,8,1851,14808,West,Hannah,Cash
ORD01137,2023-07-20,CUST9894,Mouse,10,1108,11080,North,Frank,UPI
ORD01138,2023-01-23,CUST6506,Monitor,7,405,2835,North,Hannah,Credit Card
ORD01139,2023-07-06,CUST4807,Headphones,4,906,3624,West,Bob,Debit Card
ORD01140,2023-04-11,CUST7392,Smartphone,7,246,1722,South,Bob,UPI
ORD01141,2023-12-01,CUST8284,Laptop,10,1855,18550,North,Alice,Bank Transfer
ORD01142,2023-09-29,CUST8034,Headphones,9,372,3348,North,Alice,Debit Card
ORD01143,2023-09-15,CUST9151,Smartwatch,2,1199,2398,South,Eve,UPI
ORD01144,2023-01-20,CUST2736,Smartwatch,3,1951,5853,South,Alice,Cash
ORD01145,2023-02-24,CUST7015,Smartwatch,6,1461,8766,South,David,UPI
ORD01146,2023-02-28,CUST3165,Laptop,5,527,2635,East,Bob,Debit Card
ORD01147,2023-04-09,CUST8408,Headphones,8,721,5768,South,Grace,UPI
ORD01148,2023-12-16,CUST8406,Headphones,10,600,6000,South,Eve,Debit Card
ORD01149,2023-02-28,CUST5632,Mouse,5,141,705,East,Charlie,UPI
ORD01150,2023-08-05,CUST5865,Smartphone,1,1933,1933,West,Charlie,Cash
ORD01151,2023-12-06,CUST6291,Mouse,7,1341,9387,North,Alice,Bank Transfer
ORD01152,2023-03-20,CUST8894,Tablet,2,1807,3614,East,Eve,UPI
ORD01153,2023-06-16,CUST1034,Tablet,10,268,2680,South,Bob,Credit Card
ORD01154,2023-05-19,CUST9557,Keyboard,7,1906,13342,West,David,Credit Card
ORD01155,2023-11-09,CUST3498,Laptop,6,904,5424,North,Grace,UPI
ORD01156,2023-12-31,CUST8565,Keyboard,5,1483,7415,South,Bob,Cash
ORD01157,2023-12-13,CUST7438,Headphones,8,158,1264,South,Bob,UPI
ORD01158,2023-11-30,CUST3826,Laptop,4,1398,5592,North,Charlie,UPI
ORD01159,2023-04-21,CUST8428,Monitor,6,104,624,North,Hannah,UPI
ORD01160,2023-05-06,CUST9800,Tablet,6,953,5718,South,Alice,UPI
ORD01161,2023-08-04,CUST1320,Smartphone,10,782,7820,South,Hannah,Cash
ORD01162,2023-10-14,CUST8585,Headphones,4,223,892,North,Hannah,Debit Card
ORD01163,2023-04-21,CUST5108,Mouse,2,1011,2022,South,Hannah,Bank Transfer
ORD01164,2023-05-08,CUST1929,Tablet,10,481,4810,South,Grace,Bank Transfer
ORD01165,2023-04-23,CUST6960,Keyboard,7,1282,8974,East,Hannah,Debit Card
ORD01166,2023-10-02,CUST4194,Monitor,1,614,614,South,Charlie,UPI
ORD01167,2023-12-15,CUST5649,Laptop,8,669,5352,East,David,Debit Card
ORD01168,2023-09-01,CUST9058,Smartwatch,8,1727,13816,East,Eve,Cash
ORD01169,2023-11-25,CUST2070,Laptop,9,828,7452,West,Charlie,Bank Transfer
ORD01170,2023-12-07,CUST9229,Tablet,9,883,7947,East,Alice,UPI
ORD01171,2023-11-05,CUST6307,Tablet,5,1675,8375,South,Grace,Debit Card
ORD01172,2023-05-17,CUST1975,Smartwatch,4,1331,5324,North,Bob,UPI
ORD01173,2023-05-08,CUST7456,Monitor,3,263,789,North,Grace,Credit Card
ORD01174,2023-03-31,CUST8230,Smartphone,10,1258,12580,West,Charlie,Credit Card
ORD01175,2023-03-02,CUST8160,Headphones,1,1617,1617,East,Charlie,Cash
ORD01176,2023-08-04,CUST6552,Smartwatch,5,947,4735,East,Hannah,Debit Card
ORD01177,2023-03-11,CUST6766,Tablet,9,1974,17766,East,Frank,Credit Card
ORD01178,2023-05-16,CUST3891,Mouse,5,1041,5205,West,Frank,Cash
ORD01179,2023-11-17,CUST1500,Monitor,10,1460,14600,West,Grace,UPI
ORD01180,2023-01-31,CUST3453,Laptop,7,1060,7420,North,Eve,Debit Card
ORD01181,2023-12-11,CUST7267,Mouse,6,1398,8388,West,Eve,Credit Card
ORD01182,2023-10-11,CUST4726,Monitor,3,615,1845,East,Grace,UPI
ORD01183,2023-05-11,CUST6151,Monitor,9,1482,13338,East,Bob,Bank Transfer
ORD01184,2023-12-23,CUST5807,Keyboard,10,453,4530,North,Hannah,Debit Card
ORD01185,2023-11-25,CUST9849,Keyboard,4,294,1176,East,Bob,UPI
ORD01186,2023-01-19,CUST6585,Monitor,5,941,4705,North,Eve,Cash
ORD01187,2023-12-21,CUST5690,Keyboard,8,155,1240,South,David,Cash
ORD01188,2023-08-06,CUST6029,Headphones,2,1548,3096,North,Bob,Bank Transfer
ORD01189,2023-03-11,CUST3273,Mouse,7,1969,13783,North,Hannah,UPI
ORD01190,2023-01-16,CUST3174,Smartphone,10,1185,11850,North,David,Bank Transfer
ORD01191,2023-11-23,CUST2610,Mouse,5,319,1595,South,Frank,Bank Transfer
ORD01192,2023-05-22,CUST4549,Mouse,3,1131,3393,North,Alice,Bank Transfer
ORD01193,2023-06-19,CUST6087,Mouse,7,759,5313,South,Frank,UPI
ORD01194,2023-08-27,CUST5197,Keyboard,10,1959,19590,East,David,UPI
ORD01195,2023-12-01,CUST9497,Laptop,10,698,6980,East,Eve,Debit Card
ORD01196,2023-02-27,CUST6560,Smartphone,3,1499,4497,East,Alice,Bank Transfer
ORD01197,2023-11-25,CUST5958,Tablet,5,1010,5050,West,David,Bank Transfer
ORD01198,2023-07-03,CUST4494,Smartphone,5,1282,6410,East,Hannah,Credit Card
ORD01199,2023-05-06,CUST3151,Monitor,6,1682,10092,West,Bob,Debit Card
ORD01200,2023-09-30,CUST2602,Headphones,5,1722,8610,North,Alice,Bank Transfer
ORD01201,2023-10-24,CUST4324,Laptop,7,1954,13678,South,Frank,Cash
ORD01202,2023-06-14,CUST9489,Smartphone,6,178,1068,South,Eve,Credit Card
ORD01203,2023-05-09,CUST3254,Keyboard,10,821,8210,West,Frank,Bank Transfer
ORD01204,2023-05-08,CUST1877,Keyboard,5,780,3900,North,Grace,Debit Card
ORD01205,2023-09-07,CUST7357,Tablet,3,1481,4443,East,David,Bank Transfer
ORD01206,2023-12-03,CUST6203,Mouse,5,1294,6470,North,Charlie,Credit Card
ORD01207,2023-10-27,CUST3238,Smartphone,4,452,1808,West,Bob,Cash
ORD01208,2023-09-09,CUST4845,Mouse,6,1949,11694,West,David,Bank Transfer
ORD01209,2023-06-04,CUST3690,Monitor,1,1453,1453,North,Frank,UPI
ORD01210,2023-04-03,CUST4440,Monitor,4,294,1176,North,Frank,Cash
ORD01211,2023-07-24,CUST2783,Laptop,2,1275,2550,East,Frank,Cash
ORD01212,2023-04-29,CUST9318,Monitor,9,179,1611,West,Alice,Debit Card
ORD01213,2023-09-26,CUST9617,Keyboard,8,768,6144,East,Grace,Credit Card
ORD01214,2023-03-28,CUST3882,Headphones,7,1623,11361,West,David,UPI
ORD01215,2023-11-28,CUST9909,Tablet,2,1809,3618,West,Grace,Bank Transfer
ORD01216,2023-02-25,CUST6131,Mouse,5,974,4870,North,Eve,Bank Transfer
ORD01217,2023-08-07,CUST7844,Headphones,1,1540,1540,West,Frank,UPI
ORD01218,2023-01-02,CUST2490,Laptop,10,907,9070,North,Hannah,Debit Card
ORD01219,2023-03-14,CUST9957,Laptop,3,1556,4668,South,Charlie,Bank Transfer
ORD01220,2023-09-06,CUST1968,Monitor,5,1262,6310,West,Hannah,Cash
ORD01221,2023-05-09,CUST6205,Mouse,7,1267,8869,South,Eve,Bank Transfer
ORD01222,2023-04-23,CUST8751,Keyboard,4,1349,5396,West,Charlie,Credit Card
ORD01223,2023-01-10,CUST5378,Smartphone,8,1505,12040,North,Frank,UPI
ORD01224,2023-01-23,CUST6316,Tablet,2,399,798,North,Bob,Bank Transfer
ORD01225,2023-02-25,CUST7082,Keyboard,6,377,2262,South,Charlie,Bank Transfer
ORD01226,2023-08-05,CUST4797,Monitor,2,1921,3842,South,David,UPI
ORD01227,2023-11-20,CUST3175,Monitor,9,1209,10881,East,Alice,Credit Card
ORD01228,2023-04-03,CUST5549,Mouse,6,1045,6270,North,Eve,Cash
ORD01229,2023-06-03,CUST6690,Smartwatch,4,154,616,South,Charlie,Credit Card
ORD01230,2023-08-24,CUST4616,Smartphone,5,1669,8345,West,Hannah,Debit Card
ORD01231,2023-01-11,CUST8054,Smartwatch,9,1248,11232,South,David,Bank Transfer
ORD01232,2023-06-10,CUST2050,Smartphone,2,525,1050,North,David,Debit Card
ORD01233,2023-06-17,CUST1974,Smartphone,10,1871,18710,North,Charlie,Credit Card
ORD01234,2023-03-21,CUST2180,Monitor,10,1275,12750,North,Eve,UPI
ORD01235,2023-05-24,CUST2798,Headphones,5,221,1105,West,David,Credit Card
ORD01236,2023-06-09,CUST8081,Headphones,1,1108,1108,North,Grace,UPI
ORD01237,2023-10-26,CUST7437,Headphones,5,448,2240,South,David,Debit Card
ORD01238,2023-03-26,CUST6443,Smartphone,7,994,6958,North,Frank,UPI
ORD01239,2023-03-01,CUST5825,Monitor,10,1885,18850,West,Charlie,UPI
ORD01240,2023-12-14,CUST6249,Headphones,2,1975,3950,East,Charlie,Cash
ORD01241,2023-02-21,CUST3957,Mouse,1,1304,1304,North,Hannah,Credit Card
ORD01242,2023-03-31,CUST8192,Keyboard,3,1940,5820,South,Bob,UPI
ORD01243,2023-07-02,CUST5999,Smartwatch,10,1867,18670,East,Eve,Bank Transfer
ORD01244,2023-11-03,CUST5652,Smartwatch,6,231,1386,South,David,Credit Card
ORD01245,2023-08-26,CUST3017,Smartphone,1,1112,1112,West,Alice,Cash
ORD01246,2023-12-20,CUST5043,Smartphone,6,427,2562,East,Bob,Bank Transfer
ORD01247,2023-05-20,CUST1346,Laptop,4,1351,5404,West,Eve,Cash
ORD01248,2023-04-23,CUST2724,Mouse,3,1285,3855,West,Hannah,Cash
ORD01249,2023-08-12,CUST6027,Keyboard,10,1200,12000,East,Charlie,UPI
ORD01250,2023-12-12,CUST6642,Mouse,10,1407,14070,North,Hannah,UPI
ORD01251,2023-02-23,CUST8395,Tablet,8,476,3808,South,Grace,Bank Transfer
ORD01252,2023-04-04,CUST9523,Keyboard,4,601,2404,East,Charlie,Credit Card
ORD01253,2023-08-09,CUST8311,Smartwatch,7,778,5446,South,Hannah,Bank Transfer
ORD01254,2023-10-01,CUST6258,Headphones,1,353,353,West,Charlie,UPI
ORD01255,2023-03-29,CUST9445,Smartphone,5,1989,9945,North,Frank,UPI
ORD01256,2023-02-02,CUST1292,Headphones,8,1676,13408,South,Alice,Cash
ORD01257,2023-02-16,CUST6025,Monitor,4,1923,7692,East,Grace,UPI
ORD01258,2023-10-21,CUST5735,Monitor,5,861,4305,North,Frank,UPI
ORD01259,2023-10-23,CUST2885,Smartphone,3,1784,5352,North,David,UPI
ORD01260,2023-09-02,CUST9180,Monitor,5,1505,7525,West,Bob,Cash
ORD01261,2023-02-03,CUST7740,Headphones,2,1203,2406,West,Hannah,Bank Transfer
ORD01262,2023-06-09,CUST1639,Tablet,10,1914,19140,West,David,Debit Card
ORD01263,2023-03-03,CUST9593,Headphones,2,958,1916,South,Hannah,Credit Card
ORD01264,2023-08-19,CUST5255,Keyboard,2,1465,2930,East,Frank,Credit Card
ORD01265,2023-05-13,CUST8076,Mouse,6,476,2856,West,Hannah,Bank Transfer
ORD01266,2023-08-25,CUST2488,Headphones,5,818,4090,North,Hannah,Credit Card
ORD01267,2023-11-19,CUST8132,Smartwatch,9,1809,16281,East,Charlie,UPI
ORD01268,2023-01-08,CUST9720,Headphones,1,323,323,East,Eve,Credit Card
ORD01269,2023-05-24,CUST3446,Monitor,9,649,5841,South,Hannah,Debit Card
ORD01270,2023-02-02,CUST5273,Smartphone,10,909,9090,South,Alice,UPI
ORD01271,2023-07-19,CUST5093,Smartphone,4,1454,5816,East,Eve,Debit Card
ORD01272,2023-11-13,CUST5746,Monitor,1,431,431,North,David,Cash
ORD01273,2023-01-03,CUST8349,Mouse,7,240,1680,West,David,Credit Card
ORD01274,2023-07-13,CUST6507,Mouse,8,1167,9336,East,David,UPI
ORD01275,2023-03-07,CUST6082,Headphones,4,1005,4020,South,Bob,Debit Card
ORD01276,2023-12-13,CUST4776,Mouse,1,1135,1135,West,Alice,Cash
ORD01277,2023-12-16,CUST4678,Headphones,5,1146,5730,North,Eve,Cash
ORD01278,2023-07-31,CUST1010,Mouse,9,617,5553,North,Frank,Cash
ORD01279,2023-10-27,CUST7877,Smartwatch,5,1482,7410,East,Alice,UPI
ORD01280,2023-10-31,CUST3480,Keyboard,8,1980,15840,North,David,Cash
ORD01281,2023-08-09,CUST9547,Headphones,5,1353,6765,West,Alice,Cash
ORD01282,2023-11-11,CUST3333,Headphones,6,1393,8358,East,Alice,Bank Transfer
ORD01283,2023-09-06,CUST4528,Monitor,9,331,2979,West,David,Bank Transfer
ORD01284,2023-01-07,CUST5521,Laptop,9,659,5931,South,Eve,Credit Card
ORD01285,2023-05-06,CUST8623,Laptop,5,308,1540,South,Frank,Debit Card
ORD01286,2023-04-26,CUST2862,Mouse,5,1426,7130,North,Grace,Credit Card
ORD01287,2023-02-08,CUST1687,Laptop,3,1236,3708,West,Bob,Credit Card
ORD01288,2023-11-20,CUST3778,Mouse,1,1278,1278,East,Hannah,Bank Transfer
ORD01289,2023-06-13,CUST7591,Laptop,1,1709,1709,South,Charlie,Credit Card
ORD01290,2023-06-22,CUST3422,Monitor,4,1909,7636,West,David,Bank Transfer
ORD01291,2023-01-12,CUST7756,Laptop,8,463,3704,West,Hannah,UPI
ORD01292,2023-04-30,CUST3489,Tablet,10,1628,16280,North,David,Cash
ORD01293,2023-01-13,CUST6433,Smartphone,8,953,7624,North,David,Bank Transfer
ORD01294,2023-06-01,CUST3175,Headphones,6,296,1776,East,Hannah,Credit Card
ORD01295,2023-12-01,CUST5520,Keyboard,4,297,1188,West,Alice,Cash
ORD01296,2023-08-12,CUST7336,Laptop,8,805,6440,West,David,UPI
ORD01297,2023-09-03,CUST6660,Smartphone,5,741,3705,West,David,Credit Card
